lower_limit,upper_limit,current_velocity,Violation_Status
0.18539084846324383,0.6853908484632438,0.2241082777579735,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.03054545252855706,0.46945454747144294,0.3129696983142953,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.013735714479468197,0.5137357144794682,0.4720690478128015,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.013232596223196613,0.5132325962231966,0.05489926288986328,True
-0.06931096978215537,0.43068903021784466,0.03589075251815372,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.21645862135062377,0.7164586213506238,0.433229310675312,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.17761315052901788,0.6776131505290179,0.33507543368601195,True
0.0429219811714886,0.5429219811714886,0.5012553145048219,True
0.229393016764376,0.7293930167643761,0.40464592644588604,True
0.2680489038914561,0.7680489038914561,0.45902445194572816,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.06734602528820816,0.5673460252882081,0.3590126919548748,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.1581480314564243,0.6581480314564243,0.4040740157282121,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.05847674793598795,0.558476747935988,0.22514341460265458,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.0659669232439134,0.4340330767560866,0.3255248075670649,True
-0.0028049585361275553,0.49719504146387244,0.16573168048795747,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.19370762403339215,0.6937076240333921,0.38382944735281205,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.03967951664643654,0.46032048335356346,0.2685202819562454,True
0.12040262756595677,0.6204026275659568,0.57873596089929,True
0.09943672635562678,0.5994367263556268,0.43277005968896004,True
0.07896167149101996,0.57896167149102,0.4122950048243532,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.02446719317522872,0.5244671931752287,0.232800526508562,True
-0.06782097514384797,0.432179024856152,0.216089512428076,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.16721585242888481,0.3327841475711152,0.0,True
-0.06240866846045309,0.4375913315395469,0.4011253872445847,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.10109125240018235,0.39890874759981765,0.29918156069986324,True
-0.13217791787047076,0.36782208212952927,0.18391104106476464,True
-0.04989022818080516,0.45010977181919487,0.262564033561197,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.2024238415781992,0.7024238415781991,0.31431788118364945,True
0.1145047153931581,0.6145047153931581,0.23950471539315807,True
0.06810114679746182,0.5681011467974618,0.4847678134641284,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.01530091802093167,0.4846990819790683,0.28274113115445654,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.18075280764660234,0.31924719235339766,0.13301966348058236,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.025183189129632078,0.4748168108703679,0.19784033786265331,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.21124318885130344,0.7112431888513034,0.5403107972128259,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.08380982036555215,0.4161901796344478,0.034682514969537316,True
0.03997138454239696,0.539971384542397,0.4983047178757302,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.2075065642017614,0.7075065642017614,0.31812992315132105,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.04807957224874254,0.5480795722487426,0.33974623891540917,True
0.09969100367514844,0.5996910036751484,0.3496910036751484,True
0.06250498018445322,0.5625049801844533,0.1875049801844532,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.061193067101005555,0.4388069328989944,0.3656724440824954,True
0.09482471169003215,0.5948247116900321,0.5531580450233654,True
0.1592191684810575,0.6592191684810575,0.4864063894936858,True
0.1660733351163316,0.6660733351163316,0.20640055718997063,True
0.13229487761491032,0.6322948776149103,0.4656282109482436,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.20587838810843273,0.7058783881084327,0.6129898656757029,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.06863888026787582,0.4313611197321242,0.3594675997767702,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.07704680269988523,0.42295319730011477,0.24672269842506697,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.15814824828645102,0.658148248286451,0.4450617701193546,True
0.19306962234950453,0.6930696223495045,0.23114715382037915,True
0.2986992658984088,0.7986992658984088,0.41579951059893927,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.07494982703728487,0.5749498270372848,0.2832831603706182,True
0.0939310560380337,0.5939310560380338,0.21893105603803367,True
0.14650287569686815,0.6465028756968682,0.521502875696868,True
0.02631847800640036,0.5263184780064003,0.10965181133973367,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.03741734346577236,0.46258265653422764,0.11564566413355691,True
-0.25146166231183753,0.24853833768816247,0.041423056281360414,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.13253922796337836,0.6325392279633784,0.3825392279633783,True
0.014202241018139328,0.5142022410181393,0.43086890768480596,True
-0.02377548782559208,0.4762245121744079,0.19842688007266995,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.12202768921932447,0.3779723107806755,0.31497692565056296,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.18642149829196814,0.6864214982919681,0.3795792073369815,True
lower_limit,upper_limit,current_velocity,Violation_Status
-0.06300455144923117,0.43699544855076883,0.4005791611715381,True
0.0789403655160234,0.5789403655160235,0.5372736988493567,True
0.055939469546094855,0.5559394695460949,0.13927280287942817,True
lower_limit,upper_limit,current_velocity,Violation_Status
0.018540136412181663,0.5185401364121817,0.39354013641218166,True
